job_title_full,salary,company,user_id,has_applied,v1,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v2,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v3,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v4,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v5,v50,v51,v52,v53,v54,v55,v56,v6,v7,v8,v9
Lead Business Development Manager,57000,c,U55,1,0.96,0.83,0.34,0.24,0.51,0.08,0.13,0.49,0.8,0.18,0.26,0.79,0.25,0.22,0.88,0.11,0.14,NaN,0.29,0.1,0.55,0.41,NaN,NaN,0.51,0.68,0.52,0.07,0.02,0.01,0.63,0.5,0.98,0.01,0.51,0.45,0.07,0.37,0.25,0.27,0.1,0.5,0.94,0.15,0.45,0.72,0.92,0.66,0.93,0.92,0.23,0.69,0.94,0.3,0.95,0.81
Junior Machine Learning Engineer - Supplier Financing,NA,b,U56,0,0.66,0.48,0.07,0.02,0.53,0.75,0.99,0.85,0,0.27,0.93,0.28,1,0.57,0.76,0.84,0.38,NaN,0.25,0,0.25,0.09,0.85,NaN,0.93,0.75,0.11,0.86,0.47,0.55,0.5,0.17,0.34,0.38,0,0.52,0.18,0.56,0.93,0.27,0.58,0.59,0.44,0.13,0.38,0.17,0.66,0.11,0.9,0.42,0.78,0.89,0.42,0.55,0.6,0.61
Junior Data Science Manager (m/f/d),NA,e,U57,0,0.48,NaN,0.52,0.3,0.75,0.03,0.98,0.06,0.19,0.15,0.56,0.69,0.41,0.1,0.95,0.29,0.62,NaN,0.17,0.61,0.02,0.7,0.88,NaN,0.69,0.7,0.39,0.04,0.61,0.47,0.12,0.39,0.65,0.38,0.95,0.41,0.39,NaN,0.32,0.95,0.88,0.99,0.25,0.48,0.54,0.14,0.6,0.35,0.28,0.62,0.55,0.99,0.33,0.19,0.53,0.86
Senior Software Developer - (Remote),NA,a,U58,0,0.22,0.67,0.03,0.67,0.92,0.39,0.73,0.13,0.11,0.73,NaN,0.16,0.88,0.7,0.16,0.82,0.12,NaN,0.28,0.52,0.92,0.63,NaN,NaN,0.05,0.12,0.89,1,0.89,0.21,0.41,0.93,0.73,0.73,0.99,0.14,0.74,0.43,0.74,0.11,0.7,0.92,0.51,0.45,0.14,0.93,0.44,0.23,0.72,0.82,0.66,0.07,0.47,0.98,0.26,0.05
Junior Marketing Manager - New Ventures ,68000,g,U59,1,0.63,0.87,0.07,0.5,0.97,0.36,0.56,0.7,0.65,0.64,0.53,0.26,0.85,0.98,0.68,0.33,0.54,0.77,0.06,0.09,0.4,0.1,0.53,NaN,0.12,0.1,0.6,0.02,0.18,0.19,0.29,0.57,0.6,0.65,0.93,0.36,0.05,0.59,0.97,0.68,0.49,0.31,0.73,0.59,0.82,0.93,0.44,0.26,0.19,0.21,0.23,0.59,0.95,0.27,0.83,0.82
Junior Product Analyst - NLP,NA,b,U60,1,0.75,0.25,0.58,0.83,0.42,0.13,0.52,0.01,0.7,0.27,0.36,0.46,0.79,0.36,0.05,0.21,0.05,NaN,0.53,0.43,0.04,0.89,0.1,0.53,0.46,0.74,0.04,0.55,0.47,0.88,0.3,0.69,0.21,0.44,0.38,0.22,0.03,0.88,0.91,0.64,0.6,0.98,0.14,0.68,0.4,0.03,0.94,0.28,0.75,0.67,0.97,0.39,0.66,0.18,0.32,0.68
Lead Product Analyst - NLP,NA,c,U61,1,0.32,0.6,0.85,NaN,NaN,0.05,0.58,0.16,0.93,0.1,0.95,0.51,0.25,0.06,0.29,0.44,0.25,0.34,0.29,0.59,NaN,0.69,0.05,NaN,0.94,0.48,0.33,0.55,0.09,0.25,0.79,0.44,0.11,0.49,0.69,0.28,0.38,0.9,0.07,0.27,0.66,0.9,0.28,0.84,0.14,0.29,0.28,0.07,0.3,0.05,0.9,0.08,0.92,0.24,0.37,0.39
Junior Big Data Analyst - Pricing & Forecasting (M/F/D),NA,e,U62,1,0.04,0.65,0.03,0.67,0.51,0.72,0.73,0.24,0.38,0.01,0,0.46,0.43,0.19,0.05,0.53,0.35,1,0.76,0.74,0.88,0.01,0.61,NaN,0.08,0.5,0.17,0.5,0.42,0.4,0.8,0.26,NaN,0.27,0.58,0.69,0.79,0.7,NaN,0.6,0.56,0.04,0.83,0.88,0.75,0.07,0.9,0.85,0.67,0.91,0.86,0.76,0.67,0.24,0.77,0.75
Senior Data Science Manager m/f/d,NA,d,U63,0,0.01,0.24,0.11,0.93,0.73,0.99,0.65,0.34,0.04,0.19,0.53,0.02,0.7,0.63,0.64,0.96,0.53,NaN,0.32,0.94,0.87,0.53,0.93,0.24,0.45,0.35,0.28,0.98,0.02,0.97,0.52,0.29,0.31,0.5,0.15,0.14,0.69,0.35,0.17,0.89,0.33,0.24,0.24,0.98,0.49,0.59,0.78,0.17,0.51,0.11,0.94,0.38,0.28,0.69,0.9,0.98
Lead Reserch Scientist - Pricing & Forecasting,NA,g,U64,1,0.42,0.89,0.69,0.23,0.88,0.29,0.61,0.26,0.15,0.54,0.78,0.52,0.19,0.17,0.93,0.01,0.9,NaN,0.97,0.07,0.18,0,0.8,NaN,0.34,0.3,0.65,0.98,0.47,0.16,0.03,0.35,0.2,0.69,0.92,0.14,0.48,0.83,0.43,0.28,0.37,0.75,0.72,0.31,0.36,0.44,0.41,0.96,0.01,0.54,0.79,0.56,0.95,0.35,0.44,0.76
Junior Software Developer,60000,f,U65,1,0.77,0.85,0.33,0.76,0.77,0.53,0.42,0.48,0.13,0.7,0.56,0.62,0.42,0.03,0.37,0.2,0.38,NaN,0.73,0.88,0.91,0.25,0.98,NaN,0.24,0.82,0.55,0.78,0.72,0.15,0.8,0.99,1,0.58,0.15,0.11,0.5,0.27,0.6,0.34,0.38,0.51,0.16,0.66,0.21,0.64,0.63,0.06,0.17,0.93,0.48,0.11,0.66,0.23,0.74,0.56
Junior Product Owner - NLP,NA,g,U66,1,0.6,0.02,0.64,0.94,0.26,0.66,0.35,0.33,0.27,0.03,0.46,0.2,0.93,0.79,0.62,0.39,0.45,NaN,0.95,0.35,0.41,0.37,0.05,NaN,0.66,0.92,0.5,0.13,0.98,0.96,0.25,0.65,0.39,0.83,0.67,0.1,0.09,0.77,0.53,0.33,0.86,0.09,0.77,0.26,0.61,0.45,0.24,0.03,0.61,0.99,0.5,0.82,0.53,0.12,0.29,0.08
 Offline Marketing Manager - (Remote),NA,h,U67,1,0.83,0.96,0.58,0.7,0.25,0.15,0.06,0.24,0.47,0.74,0.92,0.9,0.06,0.46,0.03,0.7,0.17,0.53,0.72,0.65,0.93,0.76,0.71,0.93,0.71,0.52,0.99,0.18,0.56,0.01,1,0.45,0.35,0.97,0.39,0.2,0.52,0.03,0.6,0.95,0.16,0.09,0.98,0.58,0.72,0.51,0.2,0.92,0.01,0.17,0.3,0.88,0.2,0.3,0.43,0.73
 Growth Marketing Manager - New Ventures ,NA,f,U68,1,0.88,0.75,0.1,0.92,0.56,0.71,0.63,0.09,0.03,0.62,0.96,0.17,0.26,0.44,0.75,0.51,0.08,NaN,0.16,0.91,0.85,0.72,0.74,NaN,NaN,0.68,0.82,0.2,0.48,0.51,0.95,0.27,0.11,0.54,0.93,0.42,0.59,0.8,0.18,0.3,0.11,0.48,0.1,0.67,0.2,0.7,0.4,0.33,0.78,0.59,0.65,0.22,0.66,0.53,0.63,0.9
 Product / UX Engineer - NLP,NA,a,U69,1,0.83,0.85,0.75,0.74,0.01,0.88,0.58,0.97,0.79,0.39,0.48,0.51,0.27,0.71,0.6,0.78,0.04,0.76,0.59,0.14,0.5,0.09,0.69,NaN,0.19,0.3,0.7,0.19,0.57,0.89,0.61,0.5,0.34,0.31,0.57,0.19,0.39,0.94,0.41,0.51,0.07,0.15,0.62,0.57,0.86,0.61,0.74,0.03,0.56,0.14,0.85,0.23,0.78,0.07,0.6,0.36
Lead Brand Manager - New Ventures ,NA,d,U70,0,0.88,0.16,0.3,0.89,0.82,0.37,0.76,0.96,0.41,0.48,0.61,0.25,0.42,0.24,0.39,0.97,0.63,NaN,0.04,0.89,0.73,0.33,0.34,NaN,0.95,0.38,0.26,0.29,0.02,0.09,0.57,0.07,0.84,0.04,0.46,0.5,0.37,0.52,0.1,0.29,0.97,0.16,0.51,0.51,0.65,0.91,0.59,0.4,0.08,0.85,0.26,0.27,0.54,0.26,0.75,0.62
Junior SEO Marketing Manager - New Ventures  (m/f/d),NA,c,U71,1,0.24,NaN,0.34,0.68,NaN,0.42,0.07,0,0.27,0.82,0.45,0.33,0.29,0.82,0.41,0.6,0.06,0.06,0.93,0.3,0.29,0.56,0.12,NaN,0.64,0.94,0.38,0.32,0.9,NaN,0.88,0.28,0.5,0.53,0.83,0.53,0.23,0.14,0.52,0.15,0.12,0.98,0.71,0.72,0.05,0.99,0.96,0.07,0.8,0.21,0.03,0.67,0.02,0.45,0.59,0.52
 Online Marketing Manager,NA,h,U72,0,0.92,0.89,0.74,0.16,0.29,0.72,0.06,0.89,0.34,0.71,0.47,0.01,0.21,0.9,0.37,0.73,0.28,NaN,0.16,0.99,0.5,0.88,0.89,0.75,0.63,0.33,0.17,0.12,0.46,0.93,0.41,0.2,0.6,0.06,0.15,0.03,NaN,0.39,0.4,1,0.61,0.57,0.69,NaN,0.2,0.49,0.58,0.6,0.24,0.44,0.49,0.88,0.27,0.1,0.28,0.59
Junior Product Owner - NLP,67000,a,U73,1,0.14,0.91,0.35,0.29,0.01,0.43,0.7,0.65,0.43,0.71,0.6,0.11,NaN,0.91,0.72,0.71,0.13,0.25,0.3,0.51,0.4,0.2,0.86,0.34,0.22,0.22,0.02,0.85,0.28,0.49,0.79,0.39,0.16,0.71,0.81,0.63,0.73,0.06,0.78,0.67,0.64,0.1,0.18,0.55,0.06,0.39,0.98,0.71,0.42,0.8,0.35,0.78,0.47,0.55,0.94,0.57
 Marketing Manager - (Remote) m/f/d,NA,a,U74,1,0.06,0.78,0.17,0.31,0.6,0.46,0.2,0.27,0.72,0.82,0.27,0.82,0.89,0.26,0.77,0.46,0.33,NaN,0.87,0.36,0.92,0.97,0.91,NaN,0.4,0.54,0.02,0.22,0.05,0.64,0.01,0.86,0.9,0,0.29,0.51,0.13,0.36,0.53,0.01,0.06,0.82,0.26,0.59,0.74,0.67,0.39,0.12,0.09,0.01,0.4,0.9,0.71,0.16,0.4,0.69
Lead Software Developer - Deep Learning,NA,d,U75,0,0.66,0.6,0.17,0.81,0.13,0.26,0.46,0.18,0.63,0.19,0.31,0.26,0.6,0.31,0.7,0.26,0.36,NaN,0.17,0.25,0.31,0.5,0.09,NaN,0.27,0.58,0.64,0.84,0.34,0.83,0.81,0.48,0.16,0.46,0.38,0.51,0.35,0.89,0.38,0.89,0,0.9,0.98,NaN,0.12,0.28,0.41,0.05,0.65,0.53,0.53,0.77,0.2,0.3,0.6,0.58
Lead Business Development Manager,55000,e,U76,0,0.3,0.75,0.7,0.27,0.57,0.47,0.36,0.75,1,0.15,1,0.16,0.33,0.15,0.9,0.85,0.42,0.91,0.5,0.68,0.41,0.45,0.96,NaN,0.62,0.16,0.64,0.41,0.36,0.49,0.81,0.78,0.97,0.16,0.81,0.62,0.41,0.71,1,0.57,0.03,0.49,0.02,0.62,0.88,0.43,1,0.73,0.64,0.77,0.28,0.9,0.86,0.57,0.98,0.05
Junior Brand Manager - (Remote) m/f/d,NA,c,U77,1,0.03,0.63,0.96,0.24,0.21,0.31,0.63,0.73,0.2,0.07,0.07,0.91,0.6,0.87,0.74,0.32,0.16,NaN,0.26,0.52,0.84,0.99,0.04,0.96,0.68,0.61,0.99,0.12,0.11,0.48,0.03,0.19,0.02,0.65,0.66,0.95,1,0.66,0.86,0.21,0.68,0.83,0.4,0.65,0.93,0.2,0.68,0.86,0.78,0.04,0.98,0.84,0.32,0.3,0.35,0.14
Junior Onboarding Manager - New Ventures (M/F/D),NA,c,U78,1,0.71,0.59,0.11,0.19,0.24,0.46,0.46,0.62,0.36,0.74,0.45,0.19,0.88,0.26,0.08,0.62,1,0.92,0.64,0.84,0.07,0.22,0.01,NaN,0.9,0.62,0.42,0.86,0.49,NaN,0.6,0.53,0.77,0.88,0.51,0.69,0.53,0.79,0.19,0.79,0.81,0.3,0.68,0.44,0.11,0.29,0.88,0.52,0.48,0.2,0.59,0.59,0.69,0.91,0.2,0.99
Lead Backend Engineer - Deep Learning,NA,d,U79,0,0.03,0.3,0.58,0.92,0.05,0.1,0.18,NaN,0.46,0.83,0.09,0.37,0.1,0.15,0.91,0.25,0.36,NaN,0.45,0.17,0,0.84,0.04,NaN,0.86,0.79,0.99,0.97,0.04,0.35,0.87,0.97,0.38,0.83,0.9,0.49,0.57,0.11,0.78,0.15,0.83,0.68,0.58,0.74,0.19,0.05,0.65,0.58,0.17,0.04,0.06,0.4,0.97,0.67,0,0.54
 Operations Manager - France,NA,c,U80,0,0.26,0.37,0.41,0.16,0.83,0.63,0.83,0.27,0.52,0.21,0.2,0.2,0.31,0.57,0.76,0.79,0.13,NaN,0.87,0.17,0.26,0.39,NaN,NaN,0.66,0.49,NaN,0.69,0.61,0.98,0.87,0.79,0.9,0.4,0.78,0.05,0.84,0.41,0.89,0.21,0.83,0.45,0.26,0.57,0.28,0.16,0.92,0.97,0.85,0.24,0.7,0.51,0.44,0.14,0.16,0.02
 Online Marketing Manager,NA,b,U81,1,0.26,0.23,0.26,0.1,0.63,0.42,0.53,0.91,0.83,0.76,0.58,0.27,0.24,0.36,0.61,0.01,0.48,NaN,0.03,0.7,0.89,0.23,0.6,0.69,NaN,0.46,0.05,0.72,0.41,0.19,0.36,0.86,0.49,0.61,0.64,0.81,0.88,0.87,0.96,0.61,0.89,0.52,NaN,0.11,0.47,0.58,0.22,0.93,0.96,0.06,0.47,0.3,0.13,0.92,0.06,0.75
Senior UI Designer,59000,g,U82,1,0.09,0.84,0.68,0.25,0.44,0.16,0.3,0.03,0.61,0.97,0.66,0.16,0.73,0.26,0.19,0.3,0.25,0.46,0.07,0.19,0.89,0.34,0.15,0.19,0.03,0.39,0.14,0.89,0.24,0.77,0.49,0.63,0.71,0.63,0.11,0.94,0.96,0.64,0.64,0.6,0.59,0.35,0.01,0.4,0.93,0.19,0.1,0.17,0.43,0.53,0.43,0.73,0.74,0.3,NaN,0.13
Junior Reserch Scientist - (Internal Audit) (M/F/D),NA,c,U83,1,0.51,0.18,0.14,0.82,0.87,0.13,0.34,0.95,0.16,0.99,0.22,0.91,0.4,NaN,0.76,0.73,0.2,NaN,0.39,0.45,0.53,0.52,0.81,NaN,0.69,0.73,0.58,0.21,0.18,0.1,0.23,0.94,0.78,0.36,0.51,0.98,0.45,0.49,0.4,0.03,0.8,0.13,0.58,0.67,0.65,0.6,0.06,0.47,0.21,0.68,0.13,0.1,0.74,0.9,0.5,0.27
 Manager Policy Affairs - APAC,57000,a,U84,1,0.57,0.44,0.69,0.3,0.47,0.89,0.15,0.84,0.01,0.34,0.53,0.64,NaN,0.87,0.25,0.81,1,NaN,0.33,0.67,0.03,0.57,0.37,NaN,0.97,0.47,0.89,0.01,0.16,0.72,0.45,NaN,0.69,0.87,0.25,0.5,0.76,NaN,0.9,0.35,0.29,0.69,0.35,0.21,0.51,0.86,0.13,0.55,0.74,0.84,NaN,0.54,0.19,0.62,0.66,0.5
Senior Product / UX Engineer - Pricing (M/F/D),65000,e,U85,1,0.04,0.42,0.87,0.77,0.66,0.6,0.68,0.73,0.72,0.28,0.88,0.04,0.52,0.21,0.92,0.34,0.99,NaN,0.25,0.23,0.95,0.04,0.27,0.52,0.82,0.18,0.52,0.05,0.33,0.77,0.22,0.98,0.06,0.95,0.01,0.8,0.43,0.87,0.15,0.37,0.7,0.9,0.35,0.61,0.68,0.29,0.08,0.62,0.52,0.58,0.23,0.22,0.89,0.32,0.36,0.99
Lead Shop Manager - New Ventures,52000,f,U86,0,0.2,0.66,0.82,0.92,0.13,0.65,0.39,0.05,0.42,0.69,0.82,0.91,0.57,0.59,0.33,0.75,0.44,NaN,0.73,0.35,0.32,0.88,0.38,NaN,0.7,0.45,0.95,0.26,0.56,NaN,0.11,0.27,0.77,0.96,0.45,0.86,0.23,0.24,0.46,0.92,0.44,0.21,0.28,0.5,0.56,0.72,0.76,0.4,0.31,0.99,0.96,0.37,0.47,0.96,0.33,0.23
Lead Onboarding Manager,NA,d,U87,0,0.31,0.83,0.56,0.99,0.54,0.95,0.41,0.87,0.87,0.69,0.11,0.38,0.3,0.15,0.31,0.43,0.98,NaN,0.5,0.23,0.82,0.48,0.65,NaN,0.15,0.95,0.18,0.37,0.14,0.4,0.35,0.37,0.53,0.62,0.25,0.28,0.02,0.7,0.59,0.28,0.22,0.57,0.27,0.99,0.31,0.36,0.52,NaN,0.97,0.47,0.54,0.27,0.38,0.76,0.57,0.41
Junior Shop Manager - Global Transformation (M/F/D),NA,f,U88,1,0.4,0.88,0.23,0.29,0.13,0.25,0.66,0.82,0.86,0.34,0.03,0.63,0.12,0.96,0.03,0.82,0.33,0.08,0.7,0.33,0.13,0.2,0.38,0.95,0.67,0.28,0.11,0.48,0.41,0.92,0.11,0.62,0.32,0.67,0.56,NaN,0.05,0.55,0.14,0.62,0.29,0.95,0.52,0.74,0.01,0.29,0.68,0.37,0.61,0.88,0.39,0.91,0.52,0.33,0.13,0.77
Junior Product / UX Engineer - NLP (m/f/d),NA,b,U89,1,0.17,0.04,0.33,0.14,0.57,0.67,0.5,0.09,0.64,0.99,0.14,0.53,0.37,0.11,0.1,0.75,0.6,NaN,0.64,NaN,0.12,0.57,0.4,0.1,0.79,0.89,0.47,0.24,0.81,0.03,0.42,0.34,0.19,0.78,0.51,0.71,0.24,0.44,0.82,0.75,0.48,0,0.34,0.52,0.21,0.07,0.38,0.6,0.59,0.76,0.71,0.85,0.37,0.55,0.47,0.67
Lead Backend Developer - Deep Learning,NA,a,U90,0,0.48,0.87,1,0.44,0.14,0.01,0.1,0.22,0.29,0.27,0.84,0.83,0.43,0.14,0.92,0.45,0.85,NaN,0.07,0.35,0.47,0.68,0.46,NaN,0.74,0.44,0.53,0.71,0.92,0.93,0.09,0.15,0.31,0.68,0.93,0.74,0.77,0.26,0.98,0.84,0.8,0.77,0.42,0.76,0.31,0.25,0.72,0.23,0.1,0.68,0.58,0.85,0.94,0.91,0.08,0.29
Junior Marketing Analyst - (Remote),68000,g,U91,0,0.48,0.44,0.59,0.4,0.4,0.57,0.32,0,0.12,0.39,0.07,0.24,0.79,0.75,0.33,0.52,0.1,NaN,0.45,0.58,0.96,0.91,0.11,NaN,0.5,0.23,0.15,0.38,0.74,0.85,0.59,0.08,0.11,0.6,0.46,0.36,0.57,0.69,0.92,0.03,0.62,0.61,0.97,0.03,0.2,0.54,0.89,0.59,0.49,0.32,0.38,0.68,0.03,0.4,0.92,0.31
Junior Software Engineer,NA,e,U92,0,0.48,0.9,NaN,0.15,0.67,0.1,0.16,0.03,0.4,0.98,0.45,0.35,0.85,0.13,0.71,0.85,0.27,0.66,NaN,0.31,0.88,0.52,0.26,NaN,0.63,0.54,0.14,0.38,0.22,0.47,0.42,0.24,0.44,0.44,0.97,0.56,0.58,0.83,0.8,0.34,0.61,0.59,0.74,0.87,0.87,0.22,0.64,0.94,0.09,0.76,0.69,0.26,NaN,0.03,0.89,0.19
 Growth Hacker - Mobile,61000,d,U93,0,0.03,0.59,0.89,0.78,0.56,0.87,0.1,0.86,0.81,0.69,0.81,0.24,0.72,0.51,0.13,0.46,NaN,NaN,0.48,0.56,0.41,0.88,0.95,NaN,0.54,NaN,0.24,0.15,0.58,0.33,0.11,0.31,0.05,0.43,0.51,0.72,0.19,0.98,0.97,0.06,0.79,0.17,0.97,0.31,0.5,0.77,0.89,0.63,0.13,0.17,0.82,0.96,NaN,0.12,0.08,0.5
Lead Marketing Manager - (Remote),NA,d,U94,0,0.44,0.75,0.68,0.16,0.85,0.42,0.4,0.35,0.93,0.49,0.5,0.58,0.11,1,0.95,0.12,0.38,NaN,0.1,0.15,0.22,0,0.22,NaN,0.42,0.56,0.2,0.11,0.34,0.62,0.11,0.06,0.93,0.54,0.11,0.04,0.52,0.12,0.24,0.71,0.08,0.74,0.95,0.51,0.85,0.03,0.36,0.29,0.31,0.92,0.22,0.14,0.18,0.33,0.61,0.25
Lead Product Owner - Checkout m/f/d,NA,g,U95,0,0.89,0.88,0.89,0.98,0.35,0.6,0.5,0.25,0.78,0.02,0.46,0.62,0.65,0.63,0.93,0.3,0.16,0.92,0.07,NaN,0.64,0.93,0.31,NaN,0.46,0.03,0.48,0.55,0.18,0.55,0.64,0.34,0.53,0.71,0.49,0.11,0.64,0.23,0.03,0.4,0.13,0.52,0.79,0.44,0.02,0.5,0.01,0.3,0.12,0.01,0.4,0.44,0.02,0.91,0.23,0.69
Junior Shop Manager - Global Transformation (M/F/D),NA,c,U96,1,0.48,0.62,0.65,0.27,0.48,0.92,0.11,0.97,0.92,0.8,0.94,0.24,0.52,0.22,0.16,0.15,0.42,0.69,0.8,0.84,0.47,0.4,0.23,0.5,0.68,0.69,0.06,0.87,0.83,0.32,0.91,0.67,0.88,0.71,0.93,0.29,0.24,0.28,0.49,0.55,0.46,0.3,0.15,0.2,0.78,0.36,0.09,0.22,0.64,0,0.41,0.31,0.76,0.49,0.39,0.01
Junior Data Scientist - Deep Learning,53000,b,U97,1,NaN,0.02,0.44,0.88,0.53,0.06,0.5,0.58,0.93,0.23,0.97,0.73,0.76,0.86,0.73,0.95,0.9,0.1,0.82,0.2,0.47,0.24,0.44,0.15,0.01,0.9,0.49,0.91,0.93,0.1,0.64,0.66,0.14,0.18,0.95,0.51,0.1,0.27,0.35,0.19,0.26,0.94,0.24,0.19,0.71,0.17,0.89,0.39,0.29,0.83,0.14,0.45,0.03,0.29,0.18,NaN
Junior Performance Marketing Manager - (Remote),NA,c,U98,1,0.02,0.06,0.85,0.47,0.64,0.37,0.76,0.01,0.78,0.84,0.59,0.91,0.16,0.43,0.3,0.33,0.51,NaN,0.29,0.02,0.61,0.09,0.31,0.74,0.58,0.09,0.38,0.77,0.36,0.39,0.28,0.65,0.69,0.06,0.97,0.1,0.3,0.22,0.64,0.86,0.66,0.15,0.21,0.65,0.23,0.91,0.21,0.96,0.86,0.64,0.54,0.7,0.71,0.67,0.6,0.01
Junior SEO Manager - New Ventures ,57000,a,U99,1,0.79,0.45,0.87,0.71,0.69,0.81,0.5,0.22,0.26,0.75,0.39,0.56,0.37,0.21,0.79,0.56,0.74,NaN,0.27,NaN,0.75,0.73,0.11,0.94,0.55,0.41,0.25,0.86,0.13,0.78,0.71,0.73,0.67,0.39,0.93,0.58,0.82,0.05,0.91,0.65,0.03,0.2,0.13,0.84,0.35,0.93,NaN,0.95,0.33,0.1,0.81,0.95,0.85,0.69,0.51,0.59
Senior Manager Policy Affairs - France (m/f/d),NA,d,U100,0,0.64,0.91,0.87,0.77,0.43,0.23,0.9,0.62,0.69,0.76,0.5,0.57,0.49,0.08,0.89,0.89,0.63,NaN,0.49,0.47,0.68,0.45,0.12,NaN,0.74,0.91,0.82,0.87,0.15,0.71,0.97,0.35,0.86,0.2,0.31,0.63,0.63,0.98,0.61,0.84,0.1,0.15,0.97,0.22,0.76,0,0.76,0.32,0.21,0.78,0.07,0.27,0.82,0.47,0.19,0.42
Lead Performance Marketing Manager - Mobile (M/F/D),62000,c,U101,0,0.48,0.68,0.05,0.33,0.88,0.21,0.13,0.79,0.12,0.4,0.3,0.48,0.18,0.95,0.92,0.55,0.68,NaN,0.6,0.61,0.63,0.58,0.76,NaN,0.99,0.55,0.88,0.84,0.03,0.01,0.35,0.57,0.73,0.19,0.51,0.52,0.84,0.73,0.16,0.39,0.17,0.32,0.52,0.99,0.02,0.7,0.68,0.64,0.95,0,0.1,0.46,0.92,0.88,0.36,0.07
Senior Operations Manager - APAC (M/F/D),51000,d,U102,0,0.79,0.32,0.89,0.76,0.26,0.31,0.49,0.72,0.58,0.43,0.76,0.02,NaN,0.72,0.24,0.83,0.65,NaN,0.01,0.83,0.28,0.1,0.09,NaN,0.09,0.86,0.22,0.74,0.96,0.1,0.64,0.83,0.93,0.2,0.84,0.4,0.85,0.92,0.48,0.15,NaN,0.93,0.97,0.12,0.93,0.75,0.81,0.19,0.28,0.77,0.62,0.01,0.84,0.24,0.41,0.24
 Operations Manager - France,NA,g,U103,0,0.01,0.09,0.21,0.67,NaN,0.3,0.84,0.72,0.91,0.85,0.02,0.2,0.31,0.2,0.04,0.84,0.96,NaN,0.87,0.32,0.53,0.34,0,NaN,0.76,0.24,0.27,NaN,0.82,0.91,0.81,0.53,0.81,0.43,0.3,0.53,0.13,0.82,0.36,0.28,0.27,0.58,0.62,0.78,0.85,0.48,0.58,0.75,0.29,0.29,0.27,0.39,0.37,0.03,0.48,0.68
 Operations Manager - France,NA,b,U104,1,0.61,0.79,0.32,NaN,0,0.84,0.88,0.28,0.73,0.7,0.79,0.28,0.41,0.33,0.51,0.84,0.98,0.19,0.37,0.9,0.96,0.97,0.29,0.41,0.15,0.55,0.8,0.04,0.07,0.47,0.31,0.78,0.32,0.88,0.91,0.63,0.91,0.57,0.16,0.82,0.65,0.86,0.42,0.18,0.57,0.9,0.35,0.72,0.3,0.51,0.73,0.58,0.69,0.82,0.19,0.45
Junior Backend Engineer - (Remote),NA,e,U105,0,0.33,0.55,0.65,0.61,0.37,0.28,0.73,0.13,0.18,0.63,1,0.73,0.2,0.64,0.34,0.65,0.78,NaN,0.32,0.45,0.17,0.22,0.27,NaN,0.8,0.07,0.01,0.37,NaN,0.91,0.56,0.36,0.13,0.62,0.51,0.42,0.44,0.34,0.11,0.93,0.53,0.19,0.72,0.17,0.86,0.24,0.01,0.35,0.13,0.9,0.2,0.03,0.94,0.25,0.86,0.7
Junior AI Researcher - Pricing & Forecasting,NA,a,U106,1,0.49,0.52,0.34,0.19,0.4,0.07,0.81,0.14,0.4,0.36,0.92,0.97,0.29,0.39,0.5,0.31,0.1,0.08,0.54,0.44,0.49,0.68,0.94,NaN,0.02,0.27,0.35,0.9,0.94,0.58,0.49,0.42,0.57,0.16,0.72,0.82,0.97,0.77,0.98,0.65,0.57,0.61,0.08,0.91,0.61,0.47,0.71,0.62,0.85,0.02,0.89,0.42,0.3,0.06,0.01,0.74
Senior SEO Marketing Manager - (Remote),55000,h,U107,1,0.92,0.45,0.16,0.52,0.11,0.31,0.41,0.43,0.09,0.3,NaN,NaN,0.94,0.48,0.23,0.19,0.86,NaN,0.61,0.7,0.97,0.77,0.98,0.38,0.05,0.07,0.35,0.18,0.16,0.67,0.71,0.36,0.36,0.88,NaN,0.83,0.6,0.79,0.21,0.02,0.65,0.13,0.6,0.51,0.17,0.31,0.79,0.84,0.76,0.46,0.31,0.64,0.58,0.93,0.9,0.47
Lead Shop Manager - New Ventures,NA,h,U108,0,0.32,0.5,0.18,0.1,0.51,0.23,0.34,0.52,0.29,0.2,0.99,0.97,0.42,0.31,0.68,0.88,0.84,NaN,NaN,0.26,0.7,0.3,0.74,NaN,0.28,0.83,0.26,0.36,0.63,0.53,0.4,0.76,0.59,0.12,0.82,0.83,0.22,0.42,0.58,0.21,0.21,0.47,0.31,0.69,0.66,0.43,0.86,0.74,0.74,0.93,0.37,0.57,0.72,0.08,0.19,0
Junior Product / UX Engineer - NLP (m/f/d),NA,a,U109,1,0.78,0.47,0.26,0.15,0.32,0.16,0.73,0.64,NaN,0.23,0.04,0.45,0.17,0.77,0.59,0.34,0.33,NaN,0.96,0.04,0.22,0.55,0.95,NaN,0.37,0.54,0.82,0.05,0.75,0.97,0.02,0.79,0.71,0.58,0.17,0.78,0.83,0.49,0.24,0.99,0.99,0.24,0.99,0.74,0.81,0.4,0.29,0.75,0.56,0.16,0.87,0.18,0.65,0.21,0.71,0.12
